,FID,geometry
1405,1405,"POLYGON ((106.9479030568237 47.98928132177972, 106.9523946332443 47.98928132177972, 106.9523946332443 47.98259558613565, 106.9479030568237 47.98259558613565, 106.9479030568237 47.98928132177972))"
1406,1406,"POLYGON ((106.9479030568237 47.98259558613565, 106.9523946332443 47.98259558613565, 106.9523946332443 47.97590985049158, 106.9479030568237 47.97590985049158, 106.9479030568237 47.98259558613565))"
1407,1407,"POLYGON ((106.9479030568237 47.97590985049158, 106.9523946332443 47.97590985049158, 106.9523946332443 47.96922411484751, 106.9479030568237 47.96922411484751, 106.9479030568237 47.97590985049158))"
1408,1408,"POLYGON ((106.9479030568237 47.96922411484751, 106.9523946332443 47.96922411484751, 106.9523946332443 47.96253837920344, 106.9479030568237 47.96253837920344, 106.9479030568237 47.96922411484751))"
1409,1409,"POLYGON ((106.9479030568237 47.96253837920344, 106.9523946332443 47.96253837920344, 106.9523946332443 47.95585264355937, 106.9479030568237 47.95585264355937, 106.9479030568237 47.96253837920344))"
1410,1410,"POLYGON ((106.9479030568237 47.95585264355937, 106.9523946332443 47.95585264355937, 106.9523946332443 47.94916690791531, 106.9479030568237 47.94916690791531, 106.9479030568237 47.95585264355937))"
1411,1411,"POLYGON ((106.9479030568237 47.94916690791531, 106.9523946332443 47.94916690791531, 106.9523946332443 47.94248117227124, 106.9479030568237 47.94248117227124, 106.9479030568237 47.94916690791531))"
1412,1412,"POLYGON ((106.9479030568237 47.94248117227124, 106.9523946332443 47.94248117227124, 106.9523946332443 47.93579543662717, 106.9479030568237 47.93579543662717, 106.9479030568237 47.94248117227124))"
1413,1413,"POLYGON ((106.9479030568237 47.93579543662717, 106.9523946332443 47.93579543662717, 106.9523946332443 47.9291097009831, 106.9479030568237 47.9291097009831, 106.9479030568237 47.93579543662717))"
1414,1414,"POLYGON ((106.9479030568237 47.9291097009831, 106.9523946332443 47.9291097009831, 106.9523946332443 47.92242396533903, 106.9479030568237 47.92242396533903, 106.9479030568237 47.9291097009831))"
1415,1415,"POLYGON ((106.9479030568237 47.92242396533903, 106.9523946332443 47.92242396533903, 106.9523946332443 47.91573822969496, 106.9479030568237 47.91573822969496, 106.9479030568237 47.92242396533903))"
1416,1416,"POLYGON ((106.9479030568237 47.91573822969496, 106.9523946332443 47.91573822969496, 106.9523946332443 47.90905249405089, 106.9479030568237 47.90905249405089, 106.9479030568237 47.91573822969496))"
1417,1417,"POLYGON ((106.9479030568237 47.90905249405089, 106.9523946332443 47.90905249405089, 106.9523946332443 47.90236675840682, 106.9479030568237 47.90236675840682, 106.9479030568237 47.90905249405089))"
1418,1418,"POLYGON ((106.9479030568237 47.90236675840682, 106.9523946332443 47.90236675840682, 106.9523946332443 47.89568102276275, 106.9479030568237 47.89568102276275, 106.9479030568237 47.90236675840682))"
1419,1419,"POLYGON ((106.9479030568237 47.89568102276275, 106.9523946332443 47.89568102276275, 106.9523946332443 47.88899528711868, 106.9479030568237 47.88899528711868, 106.9479030568237 47.89568102276275))"
1420,1420,"POLYGON ((106.9479030568237 47.88899528711868, 106.9523946332443 47.88899528711868, 106.9523946332443 47.88230955147461, 106.9479030568237 47.88230955147461, 106.9479030568237 47.88899528711868))"
1421,1421,"POLYGON ((106.9479030568237 47.88230955147461, 106.9523946332443 47.88230955147461, 106.9523946332443 47.87562381583054, 106.9479030568237 47.87562381583054, 106.9479030568237 47.88230955147461))"
1422,1422,"POLYGON ((106.9479030568237 47.87562381583054, 106.9523946332443 47.87562381583054, 106.9523946332443 47.86893808018647, 106.9479030568237 47.86893808018647, 106.9479030568237 47.87562381583054))"
1423,1423,"POLYGON ((106.9479030568237 47.86893808018647, 106.9523946332443 47.86893808018647, 106.9523946332443 47.86225234454241, 106.9479030568237 47.86225234454241, 106.9479030568237 47.86893808018647))"
1424,1424,"POLYGON ((106.9479030568237 47.86225234454241, 106.9523946332443 47.86225234454241, 106.9523946332443 47.85556660889834, 106.9479030568237 47.85556660889834, 106.9479030568237 47.86225234454241))"
1425,1425,"POLYGON ((106.9479030568237 47.85556660889834, 106.9523946332443 47.85556660889834, 106.9523946332443 47.84888087325427, 106.9479030568237 47.84888087325427, 106.9479030568237 47.85556660889834))"
1426,1426,"POLYGON ((106.9479030568237 47.84888087325427, 106.9523946332443 47.84888087325427, 106.9523946332443 47.8421951376102, 106.9479030568237 47.8421951376102, 106.9479030568237 47.84888087325427))"
1427,1427,"POLYGON ((106.9479030568237 47.8421951376102, 106.9523946332443 47.8421951376102, 106.9523946332443 47.83550940196613, 106.9479030568237 47.83550940196613, 106.9479030568237 47.8421951376102))"
1428,1428,"POLYGON ((106.9479030568237 47.83550940196613, 106.9523946332443 47.83550940196613, 106.9523946332443 47.82882366632206, 106.9479030568237 47.82882366632206, 106.9479030568237 47.83550940196613))"
1429,1429,"POLYGON ((106.9479030568237 47.82882366632206, 106.9523946332443 47.82882366632206, 106.9523946332443 47.82213793067799, 106.9479030568237 47.82213793067799, 106.9479030568237 47.82882366632206))"
1430,1430,"POLYGON ((106.9479030568237 47.82213793067799, 106.9523946332443 47.82213793067799, 106.9523946332443 47.81545219503392, 106.9479030568237 47.81545219503392, 106.9479030568237 47.82213793067799))"
1431,1431,"POLYGON ((106.9479030568237 47.81545219503392, 106.9523946332443 47.81545219503392, 106.9523946332443 47.80876645938985, 106.9479030568237 47.80876645938985, 106.9479030568237 47.81545219503392))"
1432,1432,"POLYGON ((106.9479030568237 47.80876645938985, 106.9523946332443 47.80876645938985, 106.9523946332443 47.80208072374578, 106.9479030568237 47.80208072374578, 106.9479030568237 47.80876645938985))"
1433,1433,"POLYGON ((106.9479030568237 47.80208072374578, 106.9523946332443 47.80208072374578, 106.9523946332443 47.79539498810171, 106.9479030568237 47.79539498810171, 106.9479030568237 47.80208072374578))"
1434,1434,"POLYGON ((106.9479030568237 47.79539498810171, 106.9523946332443 47.79539498810171, 106.9523946332443 47.78870925245764, 106.9479030568237 47.78870925245764, 106.9479030568237 47.79539498810171))"
1435,1435,"POLYGON ((106.9523946332443 48.02271000000007, 106.9568862096649 48.02271000000007, 106.9568862096649 48.016024264356, 106.9523946332443 48.016024264356, 106.9523946332443 48.02271000000007))"
1436,1436,"POLYGON ((106.9523946332443 48.016024264356, 106.9568862096649 48.016024264356, 106.9568862096649 48.00933852871193, 106.9523946332443 48.00933852871193, 106.9523946332443 48.016024264356))"
1437,1437,"POLYGON ((106.9523946332443 48.00933852871193, 106.9568862096649 48.00933852871193, 106.9568862096649 48.00265279306786, 106.9523946332443 48.00265279306786, 106.9523946332443 48.00933852871193))"
1438,1438,"POLYGON ((106.9523946332443 48.00265279306786, 106.9568862096649 48.00265279306786, 106.9568862096649 47.99596705742379, 106.9523946332443 47.99596705742379, 106.9523946332443 48.00265279306786))"
1439,1439,"POLYGON ((106.9523946332443 47.99596705742379, 106.9568862096649 47.99596705742379, 106.9568862096649 47.98928132177972, 106.9523946332443 47.98928132177972, 106.9523946332443 47.99596705742379))"
1440,1440,"POLYGON ((106.9523946332443 47.98928132177972, 106.9568862096649 47.98928132177972, 106.9568862096649 47.98259558613565, 106.9523946332443 47.98259558613565, 106.9523946332443 47.98928132177972))"
1441,1441,"POLYGON ((106.9523946332443 47.98259558613565, 106.9568862096649 47.98259558613565, 106.9568862096649 47.97590985049158, 106.9523946332443 47.97590985049158, 106.9523946332443 47.98259558613565))"
1442,1442,"POLYGON ((106.9523946332443 47.97590985049158, 106.9568862096649 47.97590985049158, 106.9568862096649 47.96922411484751, 106.9523946332443 47.96922411484751, 106.9523946332443 47.97590985049158))"
1443,1443,"POLYGON ((106.9523946332443 47.96922411484751, 106.9568862096649 47.96922411484751, 106.9568862096649 47.96253837920344, 106.9523946332443 47.96253837920344, 106.9523946332443 47.96922411484751))"
1444,1444,"POLYGON ((106.9523946332443 47.96253837920344, 106.9568862096649 47.96253837920344, 106.9568862096649 47.95585264355937, 106.9523946332443 47.95585264355937, 106.9523946332443 47.96253837920344))"
1445,1445,"POLYGON ((106.9523946332443 47.95585264355937, 106.9568862096649 47.95585264355937, 106.9568862096649 47.94916690791531, 106.9523946332443 47.94916690791531, 106.9523946332443 47.95585264355937))"
1446,1446,"POLYGON ((106.9523946332443 47.94916690791531, 106.9568862096649 47.94916690791531, 106.9568862096649 47.94248117227124, 106.9523946332443 47.94248117227124, 106.9523946332443 47.94916690791531))"
1447,1447,"POLYGON ((106.9523946332443 47.94248117227124, 106.9568862096649 47.94248117227124, 106.9568862096649 47.93579543662717, 106.9523946332443 47.93579543662717, 106.9523946332443 47.94248117227124))"
1448,1448,"POLYGON ((106.9523946332443 47.93579543662717, 106.9568862096649 47.93579543662717, 106.9568862096649 47.9291097009831, 106.9523946332443 47.9291097009831, 106.9523946332443 47.93579543662717))"
1449,1449,"POLYGON ((106.9523946332443 47.9291097009831, 106.9568862096649 47.9291097009831, 106.9568862096649 47.92242396533903, 106.9523946332443 47.92242396533903, 106.9523946332443 47.9291097009831))"
1450,1450,"POLYGON ((106.9523946332443 47.92242396533903, 106.9568862096649 47.92242396533903, 106.9568862096649 47.91573822969496, 106.9523946332443 47.91573822969496, 106.9523946332443 47.92242396533903))"
1451,1451,"POLYGON ((106.9523946332443 47.91573822969496, 106.9568862096649 47.91573822969496, 106.9568862096649 47.90905249405089, 106.9523946332443 47.90905249405089, 106.9523946332443 47.91573822969496))"
1452,1452,"POLYGON ((106.9523946332443 47.90905249405089, 106.9568862096649 47.90905249405089, 106.9568862096649 47.90236675840682, 106.9523946332443 47.90236675840682, 106.9523946332443 47.90905249405089))"
1453,1453,"POLYGON ((106.9523946332443 47.90236675840682, 106.9568862096649 47.90236675840682, 106.9568862096649 47.89568102276275, 106.9523946332443 47.89568102276275, 106.9523946332443 47.90236675840682))"
1454,1454,"POLYGON ((106.9523946332443 47.89568102276275, 106.9568862096649 47.89568102276275, 106.9568862096649 47.88899528711868, 106.9523946332443 47.88899528711868, 106.9523946332443 47.89568102276275))"
1455,1455,"POLYGON ((106.9523946332443 47.88899528711868, 106.9568862096649 47.88899528711868, 106.9568862096649 47.88230955147461, 106.9523946332443 47.88230955147461, 106.9523946332443 47.88899528711868))"
1456,1456,"POLYGON ((106.9523946332443 47.88230955147461, 106.9568862096649 47.88230955147461, 106.9568862096649 47.87562381583054, 106.9523946332443 47.87562381583054, 106.9523946332443 47.88230955147461))"
1457,1457,"POLYGON ((106.9523946332443 47.87562381583054, 106.9568862096649 47.87562381583054, 106.9568862096649 47.86893808018647, 106.9523946332443 47.86893808018647, 106.9523946332443 47.87562381583054))"
1458,1458,"POLYGON ((106.9523946332443 47.86893808018647, 106.9568862096649 47.86893808018647, 106.9568862096649 47.86225234454241, 106.9523946332443 47.86225234454241, 106.9523946332443 47.86893808018647))"
1459,1459,"POLYGON ((106.9523946332443 47.86225234454241, 106.9568862096649 47.86225234454241, 106.9568862096649 47.85556660889834, 106.9523946332443 47.85556660889834, 106.9523946332443 47.86225234454241))"
1460,1460,"POLYGON ((106.9523946332443 47.85556660889834, 106.9568862096649 47.85556660889834, 106.9568862096649 47.84888087325427, 106.9523946332443 47.84888087325427, 106.9523946332443 47.85556660889834))"
1461,1461,"POLYGON ((106.9523946332443 47.84888087325427, 106.9568862096649 47.84888087325427, 106.9568862096649 47.8421951376102, 106.9523946332443 47.8421951376102, 106.9523946332443 47.84888087325427))"
1462,1462,"POLYGON ((106.9523946332443 47.8421951376102, 106.9568862096649 47.8421951376102, 106.9568862096649 47.83550940196613, 106.9523946332443 47.83550940196613, 106.9523946332443 47.8421951376102))"
1463,1463,"POLYGON ((106.9523946332443 47.83550940196613, 106.9568862096649 47.83550940196613, 106.9568862096649 47.82882366632206, 106.9523946332443 47.82882366632206, 106.9523946332443 47.83550940196613))"
1464,1464,"POLYGON ((106.9523946332443 47.82882366632206, 106.9568862096649 47.82882366632206, 106.9568862096649 47.82213793067799, 106.9523946332443 47.82213793067799, 106.9523946332443 47.82882366632206))"
1465,1465,"POLYGON ((106.9523946332443 47.82213793067799, 106.9568862096649 47.82213793067799, 106.9568862096649 47.81545219503392, 106.9523946332443 47.81545219503392, 106.9523946332443 47.82213793067799))"
1466,1466,"POLYGON ((106.9523946332443 47.81545219503392, 106.9568862096649 47.81545219503392, 106.9568862096649 47.80876645938985, 106.9523946332443 47.80876645938985, 106.9523946332443 47.81545219503392))"
1467,1467,"POLYGON ((106.9523946332443 47.80876645938985, 106.9568862096649 47.80876645938985, 106.9568862096649 47.80208072374578, 106.9523946332443 47.80208072374578, 106.9523946332443 47.80876645938985))"
1468,1468,"POLYGON ((106.9523946332443 47.80208072374578, 106.9568862096649 47.80208072374578, 106.9568862096649 47.79539498810171, 106.9523946332443 47.79539498810171, 106.9523946332443 47.80208072374578))"
1469,1469,"POLYGON ((106.9523946332443 47.79539498810171, 106.9568862096649 47.79539498810171, 106.9568862096649 47.78870925245764, 106.9523946332443 47.78870925245764, 106.9523946332443 47.79539498810171))"
1470,1470,"POLYGON ((106.9568862096649 48.02271000000007, 106.9613777860855 48.02271000000007, 106.9613777860855 48.016024264356, 106.9568862096649 48.016024264356, 106.9568862096649 48.02271000000007))"
1471,1471,"POLYGON ((106.9568862096649 48.016024264356, 106.9613777860855 48.016024264356, 106.9613777860855 48.00933852871193, 106.9568862096649 48.00933852871193, 106.9568862096649 48.016024264356))"
1472,1472,"POLYGON ((106.9568862096649 48.00933852871193, 106.9613777860855 48.00933852871193, 106.9613777860855 48.00265279306786, 106.9568862096649 48.00265279306786, 106.9568862096649 48.00933852871193))"
1473,1473,"POLYGON ((106.9568862096649 48.00265279306786, 106.9613777860855 48.00265279306786, 106.9613777860855 47.99596705742379, 106.9568862096649 47.99596705742379, 106.9568862096649 48.00265279306786))"
1474,1474,"POLYGON ((106.9568862096649 47.99596705742379, 106.9613777860855 47.99596705742379, 106.9613777860855 47.98928132177972, 106.9568862096649 47.98928132177972, 106.9568862096649 47.99596705742379))"
1475,1475,"POLYGON ((106.9568862096649 47.98928132177972, 106.9613777860855 47.98928132177972, 106.9613777860855 47.98259558613565, 106.9568862096649 47.98259558613565, 106.9568862096649 47.98928132177972))"
1476,1476,"POLYGON ((106.9568862096649 47.98259558613565, 106.9613777860855 47.98259558613565, 106.9613777860855 47.97590985049158, 106.9568862096649 47.97590985049158, 106.9568862096649 47.98259558613565))"
1477,1477,"POLYGON ((106.9568862096649 47.97590985049158, 106.9613777860855 47.97590985049158, 106.9613777860855 47.96922411484751, 106.9568862096649 47.96922411484751, 106.9568862096649 47.97590985049158))"
1478,1478,"POLYGON ((106.9568862096649 47.96922411484751, 106.9613777860855 47.96922411484751, 106.9613777860855 47.96253837920344, 106.9568862096649 47.96253837920344, 106.9568862096649 47.96922411484751))"
1479,1479,"POLYGON ((106.9568862096649 47.96253837920344, 106.9613777860855 47.96253837920344, 106.9613777860855 47.95585264355937, 106.9568862096649 47.95585264355937, 106.9568862096649 47.96253837920344))"
1480,1480,"POLYGON ((106.9568862096649 47.95585264355937, 106.9613777860855 47.95585264355937, 106.9613777860855 47.94916690791531, 106.9568862096649 47.94916690791531, 106.9568862096649 47.95585264355937))"
1481,1481,"POLYGON ((106.9568862096649 47.94916690791531, 106.9613777860855 47.94916690791531, 106.9613777860855 47.94248117227124, 106.9568862096649 47.94248117227124, 106.9568862096649 47.94916690791531))"
1482,1482,"POLYGON ((106.9568862096649 47.94248117227124, 106.9613777860855 47.94248117227124, 106.9613777860855 47.93579543662717, 106.9568862096649 47.93579543662717, 106.9568862096649 47.94248117227124))"
1483,1483,"POLYGON ((106.9568862096649 47.93579543662717, 106.9613777860855 47.93579543662717, 106.9613777860855 47.9291097009831, 106.9568862096649 47.9291097009831, 106.9568862096649 47.93579543662717))"
1484,1484,"POLYGON ((106.9568862096649 47.9291097009831, 106.9613777860855 47.9291097009831, 106.9613777860855 47.92242396533903, 106.9568862096649 47.92242396533903, 106.9568862096649 47.9291097009831))"
1485,1485,"POLYGON ((106.9568862096649 47.92242396533903, 106.9613777860855 47.92242396533903, 106.9613777860855 47.91573822969496, 106.9568862096649 47.91573822969496, 106.9568862096649 47.92242396533903))"
1486,1486,"POLYGON ((106.9568862096649 47.91573822969496, 106.9613777860855 47.91573822969496, 106.9613777860855 47.90905249405089, 106.9568862096649 47.90905249405089, 106.9568862096649 47.91573822969496))"
1487,1487,"POLYGON ((106.9568862096649 47.90905249405089, 106.9613777860855 47.90905249405089, 106.9613777860855 47.90236675840682, 106.9568862096649 47.90236675840682, 106.9568862096649 47.90905249405089))"
1488,1488,"POLYGON ((106.9568862096649 47.90236675840682, 106.9613777860855 47.90236675840682, 106.9613777860855 47.89568102276275, 106.9568862096649 47.89568102276275, 106.9568862096649 47.90236675840682))"
1489,1489,"POLYGON ((106.9568862096649 47.89568102276275, 106.9613777860855 47.89568102276275, 106.9613777860855 47.88899528711868, 106.9568862096649 47.88899528711868, 106.9568862096649 47.89568102276275))"
1490,1490,"POLYGON ((106.9568862096649 47.88899528711868, 106.9613777860855 47.88899528711868, 106.9613777860855 47.88230955147461, 106.9568862096649 47.88230955147461, 106.9568862096649 47.88899528711868))"
1491,1491,"POLYGON ((106.9568862096649 47.88230955147461, 106.9613777860855 47.88230955147461, 106.9613777860855 47.87562381583054, 106.9568862096649 47.87562381583054, 106.9568862096649 47.88230955147461))"
1492,1492,"POLYGON ((106.9568862096649 47.87562381583054, 106.9613777860855 47.87562381583054, 106.9613777860855 47.86893808018647, 106.9568862096649 47.86893808018647, 106.9568862096649 47.87562381583054))"
1493,1493,"POLYGON ((106.9568862096649 47.86893808018647, 106.9613777860855 47.86893808018647, 106.9613777860855 47.86225234454241, 106.9568862096649 47.86225234454241, 106.9568862096649 47.86893808018647))"
1494,1494,"POLYGON ((106.9568862096649 47.86225234454241, 106.9613777860855 47.86225234454241, 106.9613777860855 47.85556660889834, 106.9568862096649 47.85556660889834, 106.9568862096649 47.86225234454241))"
1495,1495,"POLYGON ((106.9568862096649 47.85556660889834, 106.9613777860855 47.85556660889834, 106.9613777860855 47.84888087325427, 106.9568862096649 47.84888087325427, 106.9568862096649 47.85556660889834))"
1496,1496,"POLYGON ((106.9568862096649 47.84888087325427, 106.9613777860855 47.84888087325427, 106.9613777860855 47.8421951376102, 106.9568862096649 47.8421951376102, 106.9568862096649 47.84888087325427))"
1497,1497,"POLYGON ((106.9568862096649 47.8421951376102, 106.9613777860855 47.8421951376102, 106.9613777860855 47.83550940196613, 106.9568862096649 47.83550940196613, 106.9568862096649 47.8421951376102))"
1498,1498,"POLYGON ((106.9568862096649 47.83550940196613, 106.9613777860855 47.83550940196613, 106.9613777860855 47.82882366632206, 106.9568862096649 47.82882366632206, 106.9568862096649 47.83550940196613))"
1499,1499,"POLYGON ((106.9568862096649 47.82882366632206, 106.9613777860855 47.82882366632206, 106.9613777860855 47.82213793067799, 106.9568862096649 47.82213793067799, 106.9568862096649 47.82882366632206))"
1500,1500,"POLYGON ((106.9568862096649 47.82213793067799, 106.9613777860855 47.82213793067799, 106.9613777860855 47.81545219503392, 106.9568862096649 47.81545219503392, 106.9568862096649 47.82213793067799))"
1501,1501,"POLYGON ((106.9568862096649 47.81545219503392, 106.9613777860855 47.81545219503392, 106.9613777860855 47.80876645938985, 106.9568862096649 47.80876645938985, 106.9568862096649 47.81545219503392))"
1502,1502,"POLYGON ((106.9568862096649 47.80876645938985, 106.9613777860855 47.80876645938985, 106.9613777860855 47.80208072374578, 106.9568862096649 47.80208072374578, 106.9568862096649 47.80876645938985))"
1503,1503,"POLYGON ((106.9568862096649 47.80208072374578, 106.9613777860855 47.80208072374578, 106.9613777860855 47.79539498810171, 106.9568862096649 47.79539498810171, 106.9568862096649 47.80208072374578))"
1504,1504,"POLYGON ((106.9568862096649 47.79539498810171, 106.9613777860855 47.79539498810171, 106.9613777860855 47.78870925245764, 106.9568862096649 47.78870925245764, 106.9568862096649 47.79539498810171))"
1505,1505,"POLYGON ((106.9613777860855 48.02271000000007, 106.9658693625061 48.02271000000007, 106.9658693625061 48.016024264356, 106.9613777860855 48.016024264356, 106.9613777860855 48.02271000000007))"
1506,1506,"POLYGON ((106.9613777860855 48.016024264356, 106.9658693625061 48.016024264356, 106.9658693625061 48.00933852871193, 106.9613777860855 48.00933852871193, 106.9613777860855 48.016024264356))"
1507,1507,"POLYGON ((106.9613777860855 48.00933852871193, 106.9658693625061 48.00933852871193, 106.9658693625061 48.00265279306786, 106.9613777860855 48.00265279306786, 106.9613777860855 48.00933852871193))"
1508,1508,"POLYGON ((106.9613777860855 48.00265279306786, 106.9658693625061 48.00265279306786, 106.9658693625061 47.99596705742379, 106.9613777860855 47.99596705742379, 106.9613777860855 48.00265279306786))"
1509,1509,"POLYGON ((106.9613777860855 47.99596705742379, 106.9658693625061 47.99596705742379, 106.9658693625061 47.98928132177972, 106.9613777860855 47.98928132177972, 106.9613777860855 47.99596705742379))"
1510,1510,"POLYGON ((106.9613777860855 47.98928132177972, 106.9658693625061 47.98928132177972, 106.9658693625061 47.98259558613565, 106.9613777860855 47.98259558613565, 106.9613777860855 47.98928132177972))"
1511,1511,"POLYGON ((106.9613777860855 47.98259558613565, 106.9658693625061 47.98259558613565, 106.9658693625061 47.97590985049158, 106.9613777860855 47.97590985049158, 106.9613777860855 47.98259558613565))"
1512,1512,"POLYGON ((106.9613777860855 47.97590985049158, 106.9658693625061 47.97590985049158, 106.9658693625061 47.96922411484751, 106.9613777860855 47.96922411484751, 106.9613777860855 47.97590985049158))"
1513,1513,"POLYGON ((106.9613777860855 47.96922411484751, 106.9658693625061 47.96922411484751, 106.9658693625061 47.96253837920344, 106.9613777860855 47.96253837920344, 106.9613777860855 47.96922411484751))"
1514,1514,"POLYGON ((106.9613777860855 47.96253837920344, 106.9658693625061 47.96253837920344, 106.9658693625061 47.95585264355937, 106.9613777860855 47.95585264355937, 106.9613777860855 47.96253837920344))"
1515,1515,"POLYGON ((106.9613777860855 47.95585264355937, 106.9658693625061 47.95585264355937, 106.9658693625061 47.94916690791531, 106.9613777860855 47.94916690791531, 106.9613777860855 47.95585264355937))"
1516,1516,"POLYGON ((106.9613777860855 47.94916690791531, 106.9658693625061 47.94916690791531, 106.9658693625061 47.94248117227124, 106.9613777860855 47.94248117227124, 106.9613777860855 47.94916690791531))"
1517,1517,"POLYGON ((106.9613777860855 47.94248117227124, 106.9658693625061 47.94248117227124, 106.9658693625061 47.93579543662717, 106.9613777860855 47.93579543662717, 106.9613777860855 47.94248117227124))"
1518,1518,"POLYGON ((106.9613777860855 47.93579543662717, 106.9658693625061 47.93579543662717, 106.9658693625061 47.9291097009831, 106.9613777860855 47.9291097009831, 106.9613777860855 47.93579543662717))"
1519,1519,"POLYGON ((106.9613777860855 47.9291097009831, 106.9658693625061 47.9291097009831, 106.9658693625061 47.92242396533903, 106.9613777860855 47.92242396533903, 106.9613777860855 47.9291097009831))"
1520,1520,"POLYGON ((106.9613777860855 47.92242396533903, 106.9658693625061 47.92242396533903, 106.9658693625061 47.91573822969496, 106.9613777860855 47.91573822969496, 106.9613777860855 47.92242396533903))"
1521,1521,"POLYGON ((106.9613777860855 47.91573822969496, 106.9658693625061 47.91573822969496, 106.9658693625061 47.90905249405089, 106.9613777860855 47.90905249405089, 106.9613777860855 47.91573822969496))"
1522,1522,"POLYGON ((106.9613777860855 47.90905249405089, 106.9658693625061 47.90905249405089, 106.9658693625061 47.90236675840682, 106.9613777860855 47.90236675840682, 106.9613777860855 47.90905249405089))"
1523,1523,"POLYGON ((106.9613777860855 47.90236675840682, 106.9658693625061 47.90236675840682, 106.9658693625061 47.89568102276275, 106.9613777860855 47.89568102276275, 106.9613777860855 47.90236675840682))"
1524,1524,"POLYGON ((106.9613777860855 47.89568102276275, 106.9658693625061 47.89568102276275, 106.9658693625061 47.88899528711868, 106.9613777860855 47.88899528711868, 106.9613777860855 47.89568102276275))"
1525,1525,"POLYGON ((106.9613777860855 47.88899528711868, 106.9658693625061 47.88899528711868, 106.9658693625061 47.88230955147461, 106.9613777860855 47.88230955147461, 106.9613777860855 47.88899528711868))"
1526,1526,"POLYGON ((106.9613777860855 47.88230955147461, 106.9658693625061 47.88230955147461, 106.9658693625061 47.87562381583054, 106.9613777860855 47.87562381583054, 106.9613777860855 47.88230955147461))"
1527,1527,"POLYGON ((106.9613777860855 47.87562381583054, 106.9658693625061 47.87562381583054, 106.9658693625061 47.86893808018647, 106.9613777860855 47.86893808018647, 106.9613777860855 47.87562381583054))"
1528,1528,"POLYGON ((106.9613777860855 47.86893808018647, 106.9658693625061 47.86893808018647, 106.9658693625061 47.86225234454241, 106.9613777860855 47.86225234454241, 106.9613777860855 47.86893808018647))"
1529,1529,"POLYGON ((106.9613777860855 47.86225234454241, 106.9658693625061 47.86225234454241, 106.9658693625061 47.85556660889834, 106.9613777860855 47.85556660889834, 106.9613777860855 47.86225234454241))"
1530,1530,"POLYGON ((106.9613777860855 47.85556660889834, 106.9658693625061 47.85556660889834, 106.9658693625061 47.84888087325427, 106.9613777860855 47.84888087325427, 106.9613777860855 47.85556660889834))"
1531,1531,"POLYGON ((106.9613777860855 47.84888087325427, 106.9658693625061 47.84888087325427, 106.9658693625061 47.8421951376102, 106.9613777860855 47.8421951376102, 106.9613777860855 47.84888087325427))"
1532,1532,"POLYGON ((106.9613777860855 47.8421951376102, 106.9658693625061 47.8421951376102, 106.9658693625061 47.83550940196613, 106.9613777860855 47.83550940196613, 106.9613777860855 47.8421951376102))"
1533,1533,"POLYGON ((106.9613777860855 47.83550940196613, 106.9658693625061 47.83550940196613, 106.9658693625061 47.82882366632206, 106.9613777860855 47.82882366632206, 106.9613777860855 47.83550940196613))"
1534,1534,"POLYGON ((106.9613777860855 47.82882366632206, 106.9658693625061 47.82882366632206, 106.9658693625061 47.82213793067799, 106.9613777860855 47.82213793067799, 106.9613777860855 47.82882366632206))"
1535,1535,"POLYGON ((106.9613777860855 47.82213793067799, 106.9658693625061 47.82213793067799, 106.9658693625061 47.81545219503392, 106.9613777860855 47.81545219503392, 106.9613777860855 47.82213793067799))"
1536,1536,"POLYGON ((106.9613777860855 47.81545219503392, 106.9658693625061 47.81545219503392, 106.9658693625061 47.80876645938985, 106.9613777860855 47.80876645938985, 106.9613777860855 47.81545219503392))"
1537,1537,"POLYGON ((106.9613777860855 47.80876645938985, 106.9658693625061 47.80876645938985, 106.9658693625061 47.80208072374578, 106.9613777860855 47.80208072374578, 106.9613777860855 47.80876645938985))"
1538,1538,"POLYGON ((106.9613777860855 47.80208072374578, 106.9658693625061 47.80208072374578, 106.9658693625061 47.79539498810171, 106.9613777860855 47.79539498810171, 106.9613777860855 47.80208072374578))"
1539,1539,"POLYGON ((106.9613777860855 47.79539498810171, 106.9658693625061 47.79539498810171, 106.9658693625061 47.78870925245764, 106.9613777860855 47.78870925245764, 106.9613777860855 47.79539498810171))"
1540,1540,"POLYGON ((106.9658693625061 48.02271000000007, 106.9703609389267 48.02271000000007, 106.9703609389267 48.016024264356, 106.9658693625061 48.016024264356, 106.9658693625061 48.02271000000007))"
1541,1541,"POLYGON ((106.9658693625061 48.016024264356, 106.9703609389267 48.016024264356, 106.9703609389267 48.00933852871193, 106.9658693625061 48.00933852871193, 106.9658693625061 48.016024264356))"
1542,1542,"POLYGON ((106.9658693625061 48.00933852871193, 106.9703609389267 48.00933852871193, 106.9703609389267 48.00265279306786, 106.9658693625061 48.00265279306786, 106.9658693625061 48.00933852871193))"
1543,1543,"POLYGON ((106.9658693625061 48.00265279306786, 106.9703609389267 48.00265279306786, 106.9703609389267 47.99596705742379, 106.9658693625061 47.99596705742379, 106.9658693625061 48.00265279306786))"
1544,1544,"POLYGON ((106.9658693625061 47.99596705742379, 106.9703609389267 47.99596705742379, 106.9703609389267 47.98928132177972, 106.9658693625061 47.98928132177972, 106.9658693625061 47.99596705742379))"
